gender,fav.season,handedness,ideal.weight,year,college,from.US,from.MN,live.on.campus,shower,entertainment,hair.cost,fav.social.network,hours.social.networks,exercise,zzz.week,zzz.weekend,political.position,legalizing.marijuana,high.school.GPA,college.GPA,tattoos,traffic.tickets,text.drive,geographic.region,expected.grade
Male,Summer,Right,185,Junior,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,Yes,Depends,50,20,Twitter,2,1,7,8,Liberal,Yes,3.5,3,0,0,No,North America,B
Male,Spring,Right,185,Junior,College of Liberal Arts,U.S.,Yes,Yes,Morning,75,15,Twitter,3,1,7,8,Moderate,Yes,3.8,3.1,0,0,Yes,North America,A
Male,Fall,Right,190,Junior,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,No,Morning,50,20,Instagram,1,1.5,6,7,Moderate,Yes,3.5,3.3,0,0,No,North America,A
Male,Fall,Left,190,Junior,College of Biological Sciences (CBS),U.S.,Yes,Yes,Depends,200,20,Instagram,2,1,8,8,Moderate,Yes,3.6,3.8,0,0,No,North America,A
Male,Summer,Right,195,Junior,College of Liberal Arts,U.S.,Yes,Yes,Depends,50,17,Twitter,2,2,9,7,Conservative,Yes,3.9,3.2,0,0,Yes,North America,A
Male,Fall,Right,195,Junior,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,No,Evening,30,15,Others,3,1,8,10,Liberal,Yes,2.8,4,0,1,No,North America,A
Female,Summer,Right,200,Junior,College of Liberal Arts,U.S.,No,No,Depends,0,30,Instagram,3,3,8,9,Not sure,Yes,3.99,3.4,0,0,No,North America,A
Male,Winter,Left,200,Junior,College of Liberal Arts,U.S.,No,No,Morning,50,20,Instagram,20,2,6,6,Conservative,No,0,3.15,0,0,No,North America,A
Male,Summer,Right,200,Junior,College of Liberal Arts,U.S.,Yes,No,Morning,0,50,Instagram,2,1,8,9,Moderate,Yes,4,3.8,0,0,No,North America,A
Male,Fall,Left,200,Junior,College of Biological Sciences (CBS),U.S.,Yes,No,Morning,80,15,Instagram,3,1,7,7,Liberal,Yes,3.6,3.5,1,0,No,North America,A
Male,Spring,Left,200,Junior,College of Liberal Arts,U.S.,Yes,No,Morning,50,20,YouTube,2,0,8,9,Moderate,Yes,3.9,2.5,0,1,No,Europe,A
Male,Fall,Right,200,Junior,College of Biological Sciences (CBS),U.S.,Yes,No,Morning,50,15,Twitter,1,3,7,6,Moderate,Yes,3.8,3.5,0,1,No,North America,B
Male,Fall,Left,200,Junior,College of Biological Sciences (CBS),U.S.,Yes,Yes,Depends,0,0,Instagram,2,4,8,8,Moderate,Yes,3.9,3.5,0,1,No,North America,A
Male,Fall,Right,200,Junior,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,No,No,Morning,50,30,Instagram,5,1,7,8,Liberal,No,3.85,3.192,0,10,No,North America,A
Male,Fall,Right,210,Junior,College of Liberal Arts,U.S.,No,No,Evening,400,20,Instagram,5,1.5,5,7,Conservative,No,3.8,3.5,0,2,Yes,North America,A
Male,Summer,Right,225,Junior,College of Liberal Arts,International,No,No,Depends,0,20,YouTube,2,2,7,10,Moderate,Yes,3.5,3,1,0,No,Europe,B
Male,Fall,Left,230,Junior,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,No,No,Depends,25,27,Instagram,1,2,7,7,Moderate,No,3,3.5,0,5,No,North America,A
Male,Fall,Right,235,Junior,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,No,Morning,10,18,Instagram,4,1,7,9,Liberal,Yes,2.9,3.5,0,1,No,North America,A
Male,Summer,Right,240,Junior,College of Liberal Arts,U.S.,No,No,Morning,40,10,YouTube,0.5,1,6,8,Not sure,Yes,3.8,3.6,2,1,No,Europe,B
Male,Summer,Right,250,Junior,College of Liberal Arts,U.S.,Yes,No,Depends,20,15,YouTube,1,0,8,10,Conservative,Yes,3.77,2.9,0,0,Yes,North America,A
Male,Fall,Left,260,Junior,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,No,No,Depends,5000,35,Instagram,2,5,7,7,Moderate,No,3.25,3.5,0,7,No,North America,A
Female,Winter,Right,105,Others,College of Science of Engineering,U.S.,Yes,No,Evening,20,15,Instagram,1,1,7,8,Liberal,Yes,3.9,0,0,0,No,Asia,A
Female,Fall,Right,110,Others,Undecided/other,U.S.,Yes,No,Evening,30,30,Instagram,3,0.5,8.5,10,Moderate,Not sure,3.92,0,0,0,No,Europe,A
Female,Fall,Right,110,Others,Undecided/other,International,No,No,Depends,30,60,Facebook,1,0,5,7,Not sure,No,0,3.9,2,1,No,Asia,A
Female,Fall,Right,115,Others,Undecided/other,U.S.,Yes,No,Evening,20,40,Instagram,4,0,8,9,Liberal,Yes,3.96,4,0,0,No,North America,A
Male,Winter,Right,120,Others,College of Biological Sciences (CBS),U.S.,Yes,No,Depends,10,22,Facebook,0,2,6,7,Moderate,No,3.77,3.85,0,0,No,North America,A
Female,Fall,Right,125,Others,Undecided/other,U.S.,Yes,No,Evening,0,20,Facebook,10,6,7,7,Conservative,No,4,4,0,0,No,Asia,A
Female,Fall,Right,130,Others,Undecided/other,U.S.,Yes,No,Depends,25,45,Instagram,2,1,8,12,Moderate,No,4,3.4,0,0,No,North America,A
Female,Summer,Right,130,Others,Undecided/other,U.S.,Yes,No,Depends,15,60,Others,2,2,6,6,Conservative,No,3.996,3.957,0,0,No,North America,A
Male,Fall,Right,135,Others,Undecided/other,U.S.,Yes,No,Evening,20,25,Others,2,0.5,8,6,Moderate,Yes,4,3.87,1,0,No,Europe,A
Female,Fall,Right,140,Others,Undecided/other,U.S.,Yes,No,Evening,5,25,Others,1,3,6,10,Liberal,Not sure,3.89,0,0,0,No,North America,A
Female,Fall,Right,140,Others,College of Liberal Arts,U.S.,Yes,No,Depends,50,30,Twitter,4,0.5,8,8,Liberal,Yes,3.89,3.8,0,0,No,North America,A
Male,Summer,Right,140,Others,Undecided/other,U.S.,Yes,No,Morning,10,20,Others,3,2,8,9,Moderate,Yes,3.81,0,0,0,No,Asia,A
Female,Fall,Right,145,Others,Undecided/other,U.S.,Yes,No,Evening,50,25,Instagram,8,2,6,8,Liberal,No,2.9,2.5,1,5,No,Africa,A
Male,Spring,Right,150,Others,Undecided/other,U.S.,Yes,No,Depends,300,8,Instagram,2,1,7,10,Liberal,Yes,4,3.4,0,0,No,North America,A
Female,Fall,Left,155,Others,Undecided/other,U.S.,No,No,Evening,60,55,Instagram,3,1,8,8,Moderate,Yes,3.4,3,0,0,Yes,North America,B
Male,Winter,Right,160,Others,Undecided/other,U.S.,Yes,No,Depends,25,14,YouTube,1,1.5,5,4,Conservative,No,4,3.75,0,0,No,North America,A
Male,Summer,Right,160,Others,Undecided/other,U.S.,Yes,No,Depends,20,0,YouTube,0,0.5,7.5,8,Liberal,Yes,3.88,3.78,0,0,No,North America,A
Female,Fall,Right,163,Others,Undecided/other,U.S.,No,No,Depends,8,80,Others,1,0.5,6,10,Liberal,No,4,3.5,0,0,No,North America,B
Male,Winter,Right,165,Others,Undecided/other,U.S.,Yes,No,Evening,25,20,Instagram,1,1.5,5.5,6.5,Conservative,Yes,3.94,3.949,0,0,Yes,North America,A
Female,Summer,Right,100,Senior,College of Science of Engineering,U.S.,Yes,No,Evening,0,30,Instagram,3,0,7,8,Liberal,No,3.9,3,0,0,No,North America,A
Female,Spring,Right,100,Senior,College of Liberal Arts,International,No,No,Evening,100,28,YouTube,10,2,10,10,Moderate,Not sure,3,4,0,0,Yes,Africa,A
Female,Summer,Right,110,Senior,College of Liberal Arts,International,No,Yes,Evening,50,120,Instagram,2,0.5,8,8,Liberal,Yes,4,3.2,0,0,No,Asia,B
Female,Summer,Right,115,Senior,College of Education and Human Development,U.S.,Yes,No,Evening,150,100,Twitter,1.5,3,7,9,Liberal,Yes,3.5,2.9,0,1,Yes,North America,B
Female,Spring,Right,120,Senior,College of Liberal Arts,U.S.,Yes,No,Evening,0,0,Facebook,8,1,5,9,Liberal,Not sure,3.7,2.8,0,0,No,Asia,B
Female,Spring,Right,120,Senior,College of Biological Sciences (CBS),U.S.,Yes,No,Evening,20,40,Instagram,2,1,7,7,Moderate,Not sure,4,3.1,0,0,No,North America,A
Female,Winter,Right,120,Senior,College of Biological Sciences (CBS),International,Yes,Yes,Depends,250,15,YouTube,3,0,6,8,Liberal,Not sure,4,3.5,0,0,No,Asia,A
Female,Fall,Right,121,Senior,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,No,Depends,100,19,Instagram,8,1,7,10,Not sure,Yes,3.6,3.5,0,1,No,North America,A
Female,Spring,Right,125,Senior,College of Biological Sciences (CBS),U.S.,No,Yes,Evening,10,50,YouTube,0.5,0.5,7,7,Liberal,Yes,3.8,3.6,0,0,No,Europe,A
Male,Summer,Left,125,Senior,College of Liberal Arts,U.S.,Yes,Yes,Morning,40,35,Instagram,2,1,8,10,Liberal,Yes,3.2,3.1,0,0,No,North America,B
Female,Summer,Right,130,Senior,College of Liberal Arts,U.S.,No,No,Evening,40,97,Facebook,6,0.5,7,8,Moderate,Not sure,3.6,3,0,0,No,North America,B
Female,Fall,Right,130,Senior,College of Biological Sciences (CBS),U.S.,Yes,No,Depends,28,15,YouTube,1,1,6,6,Moderate,No,3.4,3.2,0,0,No,North America,A
Female,Spring,Right,130,Senior,College of Education and Human Development,U.S.,Yes,Yes,Morning,10,100,Twitter,5,2,8,10,Liberal,Not sure,3.9,3.56,0,0,No,North America,A
Female,Summer,Right,130,Senior,College of Biological Sciences (CBS),U.S.,Yes,No,Evening,10,55,Facebook,2,0.5,5,9,Liberal,No,4,3.887,0,0,No,North America,A
Female,Summer,Right,130,Senior,College of Liberal Arts,U.S.,Yes,No,Depends,4.99,20,YouTube,2,0,7,7,Moderate,Yes,3.3,3.06,2,0,No,Africa,A
Female,Spring,Right,130,Senior,College of Biological Sciences (CBS),U.S.,No,No,Evening,30,80,Instagram,2,0,7,8,Liberal,Not sure,4,3.768,0,1,No,North America,A
Female,Fall,Right,130,Senior,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,No,No,Evening,25,40,Twitter,1,1,7,9,Liberal,Yes,3.97,3.81,0,1,No,North America,A
Female,Spring,Right,132,Senior,College of Biological Sciences (CBS),U.S.,Yes,Yes,Evening,30,25,YouTube,1,1,7,8,Liberal,Yes,3.9,3.6,2,0,No,North America,A
Female,Fall,Right,135,Senior,College of Liberal Arts,U.S.,Yes,No,Depends,40,18,Facebook,10,0.5,7,7,Liberal,Yes,3.75,2.75,0,0,No,North America,A
Female,Fall,Right,135,Senior,College of Science of Engineering,International,No,No,Evening,10,17,Instagram,2,3,7,8,Not sure,Not sure,4,3.24,0,0,No,Asia,B
Female,Spring,Right,135,Senior,College of Biological Sciences (CBS),U.S.,Yes,Yes,Evening,5,15,Instagram,2,0.5,7,8,Conservative,No,4,3.4,0,0,No,North America,A
Female,Summer,Right,135,Senior,College of Liberal Arts,U.S.,No,No,Depends,0,24,Others,3,0,7,9,Liberal,Yes,4,3.8,0,0,No,North America,A
Female,Fall,Right,135,Senior,College of Biological Sciences (CBS),U.S.,No,No,Depends,20,0,Twitter,4,1,6,9,Liberal,Yes,3.95,3,3,1,Yes,North America,B
Female,Fall,Right,145,Senior,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,No,Depends,60,0,Instagram,6,1,7,9,Moderate,Yes,3.7,2.1,5,0,No,Africa,A
Female,Summer,Right,145,Senior,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,No,No,Morning,200,0,Others,0,1,7,7,Liberal,Yes,3.9575,3.2,3,4,No,North America,B
Female,Fall,Right,150,Senior,College of Biological Sciences (CBS),U.S.,No,Yes,Evening,0,160,Others,1,1,7,7,Liberal,Yes,3.8,3.8,0,0,No,South America,A
Male,Summer,Right,150,Senior,Undecided/other,U.S.,Yes,No,Evening,50,40,Facebook,3,1,7,8,Moderate,Not sure,3.9,2.7,0,0,No,Asia,B
Male,Fall,Right,160,Senior,College of Liberal Arts,U.S.,Yes,Yes,Morning,0,0,YouTube,2,2,6,8,Liberal,No,3.8,3.2,0,1,No,North America,B
Male,Spring,Right,160,Senior,College of Liberal Arts,International,No,No,Depends,100,50,Facebook,1,1,7,9,Conservative,No,4,3.65,0,3,No,Asia,A
Male,Fall,Right,160,Senior,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",International,No,No,Evening,100,25,Instagram,10,0.5,7,8,Not sure,No,3.5,3.2,0,5,No,Asia,A
Female,Fall,Left,162,Senior,College of Liberal Arts,U.S.,Yes,No,Depends,20,185,Instagram,3,2,6,8.5,Moderate,Not sure,3.8,2.6,1,0,No,North America,A
Male,Spring,Right,165,Senior,College of Liberal Arts,U.S.,Yes,No,Depends,80,35,YouTube,2,1,6,9,Liberal,No,3.7,2.5,0,0,No,Africa,B
Male,Summer,Right,165,Senior,Carlson School Undergraduate program,U.S.,No,No,Depends,120,20,Instagram,3,3,8,10,Conservative,Yes,3.3,3,0,0,No,North America,A
Male,Fall,Right,165,Senior,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,Yes,Morning,150,5,YouTube,3,1,7,6,Moderate,Yes,3.6,2.5,2,2,No,North America,A
Male,Summer,Right,165,Senior,College of Liberal Arts,U.S.,Yes,Yes,Morning,100,35,Instagram,5,0,7,9,Moderate,Yes,3.7,3,0,8,No,North America,A
Female,Fall,Both,170,Senior,College of Liberal Arts,U.S.,No,No,Morning,20,60,Instagram,1,1,7,9,Not sure,Not sure,4,3,1,2,No,Africa,A
Male,Fall,Right,170,Senior,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,No,Depends,600,0,Twitter,1,3,4,5,Conservative,Yes,3.7,2.6,0,0,No,Prefer not to answer,A
Male,Spring,Right,170,Senior,College of Science of Engineering,International,No,No,Depends,100,5,Others,3,1.5,8,8,Moderate,No,0,2.8,0,0,No,Asia,A
Male,Fall,Right,170,Senior,College of Liberal Arts,U.S.,Yes,Yes,Morning,30,20,Twitter,7,1,8,9,Conservative,Yes,3.7,3.2,0,0,No,North America,A
Male,Fall,Right,170,Senior,College of Liberal Arts,U.S.,Yes,Yes,Evening,0,35,Instagram,1,10,7,9,Liberal,Yes,3.5,3.5,0,0,Yes,North America,A
Male,Fall,Right,170,Senior,College of Biological Sciences (CBS),U.S.,No,No,Morning,0,25,Instagram,2.5,0.5,8,5,Moderate,Yes,4,3.28,1,0,No,North America,B
Female,Winter,Right,180,Senior,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,No,Depends,0,60,Instagram,5,1,7,9,Liberal,Yes,3,3.7,0,0,No,North America,A
Male,Spring,Right,180,Senior,College of Science of Engineering,U.S.,Yes,No,Morning,60,16,YouTube,1,1,5,10,Moderate,Yes,3.98,3,0,0,No,North America,A
Male,Spring,Right,180,Senior,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,No,Morning,40,18,Instagram,2,3,7,8,Liberal,Yes,3.6,3.75,0,0,No,North America,B
Male,Fall,Right,185,Senior,College of Liberal Arts,U.S.,No,No,Depends,300,26,YouTube,1,4,6,7,Not sure,Yes,3.8,3.3,1,2,Yes,North America,A
Male,Summer,Right,190,Senior,College of Biological Sciences (CBS),U.S.,Yes,No,Morning,50,20,Twitter,3,1.5,8,8,Liberal,Yes,3.9,3.6,0,0,Yes,North America,A
Male,Spring,Left,195,Senior,College of Biological Sciences (CBS),U.S.,Yes,No,Morning,50,30,Others,1,1,6,8,Moderate,Yes,3.9,3.5,0,0,No,North America,A
Male,Fall,Right,200,Senior,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,No,Depends,200,15,YouTube,5,1,6,7,Moderate,Yes,3.3,3.4,0,3,No,North America,A
Male,Summer,Right,215,Senior,College of Liberal Arts,U.S.,Yes,No,Morning,20,30,Instagram,3,1,8,9,Not sure,Not sure,3.3,2.6,0,0,No,North America,A
Male,Fall,Right,220,Senior,College of Education and Human Development,U.S.,No,No,Morning,20,18,YouTube,2,1,8,9,Liberal,Yes,3.6,3.4,2,1,No,Prefer not to answer,B
Male,Spring,Right,291,Senior,College of Science of Engineering,International,No,Yes,Depends,100,25,YouTube,2,1,6,8,Not sure,Yes,3.8,3.9,0,0,No,Asia,A
Female,Spring,Right,100,Sophomore,College of Liberal Arts,International,No,No,Evening,1000,10,Instagram,5,1,6,8,Not sure,No,3,3,0,0,No,Asia,A
Female,Summer,Right,100,Sophomore,College of Science of Engineering,U.S.,Yes,No,Depends,0,14,Instagram,3,0,6.5,7.5,Liberal,Yes,4,3.3,6,0,No,North America,B
Female,Fall,Right,100,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,Yes,Depends,100,0,Instagram,1,1,8,10,Liberal,Yes,4,3.6,0,1,No,North America,A
Female,Spring,Right,105,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,No,Evening,30,40,Instagram,4,1,7,10,Conservative,Not sure,3.9,3.4,0,0,No,Asia,A
Female,Fall,Right,110,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",International,No,Yes,Evening,0,300,YouTube,5,0.5,7,8,Not sure,No,0,3.1,0,0,No,Asia,A
Female,Summer,Right,110,Sophomore,College of Biological Sciences (CBS),U.S.,No,No,Evening,100,22,Instagram,2.5,0.75,7,7,Moderate,Not sure,3.86,3.44,0,0,No,Asia,A
Female,Fall,Right,110,Sophomore,Carlson School Undergraduate program,U.S.,Yes,Yes,Evening,25,25,Instagram,1,8,7,8,Liberal,Yes,3.9,3.65,0,0,No,Asia,A
Female,Summer,Right,110,Sophomore,College of Biological Sciences (CBS),U.S.,No,Yes,Evening,50,300,Instagram,2,1,7,10,Liberal,Yes,4,3.9,0,0,No,North America,A
Female,Summer,Right,110,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,Yes,Depends,10,40,Others,1,3,6,8,Liberal,Yes,4,3.95,1,0,No,North America,A
Female,Summer,Right,110,Sophomore,College of Design,U.S.,Yes,No,Depends,30,40,Instagram,1,1,7,9,Liberal,Yes,3.7,3.35,3,0,No,North America,A
Female,Spring,Right,112,Sophomore,College of Liberal Arts,International,No,No,Evening,400,200,Others,2,1,8,9,Liberal,No,3,3.7,0,0,No,Asia,A
Female,Summer,Right,114,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",International,No,No,Evening,20,20,Instagram,4,1,7,7,Conservative,Not sure,3.5,4,0,0,No,Asia,A
Female,Spring,Right,115,Sophomore,College of Liberal Arts,U.S.,Yes,Yes,Depends,50,45,Instagram,3,1,6.5,8,Liberal,Yes,3.92,3.2,0,0,No,North America,A
Female,Summer,Right,115,Sophomore,College of Liberal Arts,U.S.,Yes,No,Depends,30,38,Instagram,4,1,8,10,Liberal,Yes,3.9,3.4,0,0,No,North America,A
Female,Spring,Right,115,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,Yes,Depends,5,0,YouTube,1,1,8,8,Liberal,No,4,3.6,0,0,No,Europe,A
Female,Winter,Right,115,Sophomore,Carlson School Undergraduate program,International,No,No,Evening,0,43,Instagram,3,0.5,6.5,9,Not sure,Not sure,0,3.86,0,0,No,Asia,A
Male,Summer,Right,115,Sophomore,College of Liberal Arts,U.S.,Yes,Yes,Morning,0,65,Instagram,3,1,6,7,Liberal,Yes,3.7,3.8,0,0,No,Africa,A
Female,Summer,Right,118,Sophomore,College of Liberal Arts,International,No,Yes,Evening,80,120,YouTube,2,0.5,8,10,Not sure,Not sure,0,3.47,0,0,No,Asia,A
Female,Fall,Right,120,Sophomore,College of Liberal Arts,U.S.,Yes,Yes,Evening,20,13,Facebook,5,2,5,6,Liberal,No,3.94,3,0,0,No,North America,A
Female,Spring,Right,120,Sophomore,College of Liberal Arts,U.S.,Yes,No,Morning,20,35,Twitter,3,1,7,5,Liberal,Yes,3.87,3.1,0,0,No,North America,B
Female,Fall,Right,120,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,Yes,Depends,30,175,Instagram,2,2,7,9,Not sure,Yes,3.98,3.53,0,0,No,North America,B
Female,Fall,Right,120,Sophomore,College of Liberal Arts,U.S.,Yes,No,Evening,50,40,Instagram,2,6,7,10,Conservative,No,3.67,3.69,0,0,Yes,North America,A
Female,Summer,Right,120,Sophomore,College of Liberal Arts,U.S.,No,Yes,Depends,0,0,YouTube,1,1,8.5,8.5,Liberal,Not sure,4,3.8,0,0,No,North America,A
Female,Summer,Right,120,Sophomore,College of Design,U.S.,Yes,Yes,Depends,75,250,Instagram,5,1,6,7,Liberal,Yes,3.4,2.5,1,0,No,North America,B
Female,Summer,Left,120,Sophomore,College of Design,U.S.,No,No,Depends,50,18,Instagram,2.5,1,7.5,9,Moderate,No,3.97,3.5,1,0,No,North America,A
Female,Summer,Right,120,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,No,Yes,Depends,90,35,Twitter,3,1,8,8,Liberal,Yes,3.89,3.67,1,0,No,North America,B
Female,Winter,Right,120,Sophomore,College of Liberal Arts,U.S.,Yes,No,Evening,50,100,Instagram,2,1,7,9,Not sure,Yes,3.8,2.9,2,0,Yes,North America,B
Female,Summer,Right,120,Sophomore,College of Liberal Arts,U.S.,Yes,No,Depends,100,180,Instagram,3,2,7,6,Not sure,Yes,3.9,3.8,3,0,Yes,North America,A
Female,Fall,Right,120,Sophomore,College of Science of Engineering,U.S.,Yes,Yes,Morning,30,0,Instagram,4,1,7,10,Liberal,Yes,4,3,10,1,Yes,North America,B
Female,Summer,Right,120,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,No,Morning,20,100,Instagram,2,1,8,6,Moderate,Yes,3.9,3.7,0,3,No,North America,B
Female,Summer,Left,125,Sophomore,College of Liberal Arts,U.S.,Yes,Yes,Evening,30,50,Instagram,4,2,7,8,Moderate,Not sure,3.9,3.1,0,0,No,North America,B
Female,Summer,Right,125,Sophomore,College of Liberal Arts,U.S.,Yes,No,Evening,0,15,Instagram,3,1.5,8,8,Moderate,No,3.85,3.7,0,0,No,North America,A
Female,Summer,Right,125,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,Yes,Evening,0,60,Instagram,2,1,8,9,Moderate,Not sure,4,3.98,0,0,No,North America,A
Female,Fall,Right,125,Sophomore,College of Liberal Arts,International,No,No,Evening,30,280,Others,2.5,1,7.5,9,Moderate,No,0,4,0,0,No,Asia,A
Female,Summer,Right,125,Sophomore,College of Education and Human Development,U.S.,No,Yes,Depends,5,40,Twitter,5,1,6,8,Liberal,Yes,3.96,3.655,1,0,Yes,North America,A
Female,Spring,Right,125,Sophomore,College of Liberal Arts,U.S.,Yes,Yes,Depends,100,40,Others,2,2,7,8,Moderate,Yes,3.8,3.2,0,1,No,Central America,A
Female,Summer,Right,125,Sophomore,College of Design,U.S.,Yes,No,Evening,20,99,Twitter,1,2,8,8,Liberal,Yes,3.85,3.6,0,1,No,North America,B
Male,Summer,Right,125,Sophomore,College of Liberal Arts,U.S.,Yes,No,Morning,30,16,Others,2,3,7,7,Moderate,Yes,3.2,3.65,0,0,Yes,North America,A
Female,Fall,Right,127,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",International,No,No,Evening,30,10,Instagram,15,1,7,9,Liberal,Yes,3.85,3.55,0,0,Yes,Asia,A
Female,Fall,Right,130,Sophomore,College of Liberal Arts,U.S.,Yes,Yes,Evening,100,200,Twitter,2,0.5,6,12,Conservative,No,3.87,2.8,0,0,No,North America,B
Female,Fall,Right,130,Sophomore,College of Biological Sciences (CBS),U.S.,No,Yes,Evening,20,15,Instagram,5,1,7,9,Liberal,Yes,0,3.3,0,0,No,Asia,B
Female,Summer,Right,130,Sophomore,College of Education and Human Development,U.S.,No,No,Evening,30,12,Twitter,3,2,7,8,Liberal,Yes,4,3.8,0,0,Yes,North America,A
Female,Spring,Right,130,Sophomore,College of Science of Engineering,U.S.,No,Yes,Evening,0,150,Instagram,2,1,7,9,Liberal,Yes,0,0,1,0,No,North America,Prefer not to answer
Female,Fall,Right,130,Sophomore,College of Liberal Arts,U.S.,Yes,Yes,Evening,10,45,Instagram,2,1.5,7,8,Liberal,Yes,3.4,2.9,2,3,Yes,Europe,A
Female,Summer,Right,130,Sophomore,College of Liberal Arts,U.S.,Yes,No,Depends,50,130,Instagram,3,1,8,6,Conservative,Yes,4,3.5,0,9,Yes,North America,A
Male,Fall,Right,130,Sophomore,College of Liberal Arts,U.S.,No,No,Morning,0,15,YouTube,5,1,7,9,Moderate,Not sure,3.58,2.381,0,0,No,Asia,B
Male,Spring,Right,130,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,No,Yes,Depends,30,5,YouTube,1,0.5,8,8,Liberal,Not sure,3.7,3.7,0,0,No,North America,Prefer not to answer
Female,Fall,Right,132,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",International,No,No,Morning,100,20,Instagram,3,1,8,9,Moderate,Not sure,2.999,2.999,1,0,No,Asia,B
Female,Summer,Right,132,Sophomore,College of Education and Human Development,U.S.,No,Yes,Evening,50,180,Instagram,3,1,7,9,Conservative,Yes,3.7,3.4,0,1,No,North America,B
Female,Summer,Right,135,Sophomore,College of Liberal Arts,U.S.,No,No,Evening,40,60,Twitter,4,1,6,7,Moderate,No,3.87,2.85,0,0,No,North America,B
Female,Spring,Right,135,Sophomore,College of Education and Human Development,U.S.,Yes,Yes,Depends,10,135,Instagram,3,2,6,8,Not sure,Not sure,3.7,3.1,0,0,Yes,North America,A
Female,Summer,Right,135,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,No,Depends,20,150,Instagram,2,2,7,9,Not sure,Not sure,3.8,3.3,0,0,Yes,North America,A
Female,Fall,Right,135,Sophomore,College of Liberal Arts,U.S.,Yes,Yes,Evening,10,50,YouTube,1,1,8,8,Conservative,No,3.7,3.6,0,0,No,North America,B
Female,Fall,Right,135,Sophomore,College of Liberal Arts,U.S.,No,Yes,Evening,45,68,Instagram,1,1,9,8,Moderate,Yes,3.99,3.51,0,1,Yes,North America,A
Female,Summer,Right,135,Sophomore,College of Biological Sciences (CBS),U.S.,No,No,Evening,5,26,Instagram,3,0,7,8,Conservative,No,4,3.7,1,1,Yes,North America,A
Male,Summer,Right,135,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",International,No,No,Morning,200,30,Instagram,3,1,7,8,Conservative,Not sure,3.5,3.6,0,0,No,Asia,A
Male,Fall,Right,135,Sophomore,College of Liberal Arts,U.S.,Yes,No,Evening,30,25,Instagram,2,1,8,10,Liberal,Yes,3.5,3.857,0,0,No,North America,A
Female,Fall,Right,138,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,No,Depends,5,17,Instagram,1,1,6.5,8,Liberal,Yes,4,3.9,3,0,No,North America,A
Male,Summer,Left,138,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,Yes,Evening,0,15,YouTube,1,2,8,9,Liberal,No,3.8,3.7,0,0,No,North America,A
Female,Fall,Right,139,Sophomore,College of Liberal Arts,International,No,No,Depends,30,20,Others,3,0.5,8,9,Not sure,No,3,3.5,0,0,No,Asia,A
Male,Winter,Right,139,Sophomore,College of Liberal Arts,U.S.,No,No,Depends,50,21,Twitter,4,1,7,8,Liberal,Yes,3.93,3.467,0,0,Yes,North America,A
Female,Fall,Right,140,Sophomore,College of Liberal Arts,International,No,No,Depends,100,100,Instagram,5,2,7,8,Not sure,Yes,3.8,3,0,0,No,Asia,A
Female,Fall,Right,140,Sophomore,College of Liberal Arts,U.S.,Yes,Yes,Evening,200,100,Twitter,4,1,7,6,Liberal,Yes,3.7,3.2,0,0,No,Asia,A
